Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TD,Reciev_Rec,Reciev_Yds,Reciev_TD,Solo,Int,Sk,College/Univ
4,130,BAL,Jordan Stout,P,24,2024,0,0,2,6,6,51,0,0,0,0,0,0,0,0,0,0,0,2,,,Penn St.
4,131,TEN,Hassan Haskins,RB,22,2024,0,0,0,2,1,32,0,0,0,0,0,59,182,2,14,106,1,11,,,Michigan
4,132,GNB,Romeo Doubs,WR,22,2024,0,0,2,16,16,43,0,0,0,0,0,1,11,0,147,1700,15,,,,Nevada
4,133,TAM,Jake Camarda,P,23,2024,0,0,2,8,8,38,0,0,0,0,0,0,0,0,0,0,0,6,,,Georgia
4,134,SFO,Spencer Burford,OL,22,2024,0,0,2,14,14,45,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas-San Antonio
4,135,KAN,Joshua Williams,CB,22,2024,0,0,0,5,5,50,0,0,0,0,0,0,0,0,0,0,0,62,1,1,Fayetteville St.
4,136,CIN,Cordell Volson,T,24,2024,0,0,3,22,22,50,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.
4,137,NWE,Bailey Zappe,QB,23,2024,0,0,0,2,2,15,208,335,2223,12,14,29,85,1,1,-6,0,,,,Western Kentucky
4,138,PIT,Calvin Austin III,WR,23,2024,0,0,0,8,8,34,0,0,0,0,0,11,57,1,53,728,5,,,,Memphis
4,139,BAL,Isaiah Likely,TE,22,2024,0,0,1,12,12,49,0,0,0,0,0,0,0,0,108,1261,14,4,,,Coastal Carolina
4,140,GNB,Zach Tom,OL,23,2024,0,0,2,20,20,43,0,0,0,0,0,0,0,0,0,0,0,1,,,Wake Forest
4,141,BAL,Damarion Williams,CB,24,2023,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,15,,,Houston
4,142,LAR,Cobie Durant,DB,24,2024,0,0,2,10,10,44,0,0,0,0,0,0,0,0,0,0,0,66,4,2,South Carolina St.
4,143,TEN,Chigoziem Okonkwo,TE,22,2024,0,0,1,12,12,51,0,0,0,0,0,6,25,0,138,1457,6,8,,,Maryland
5,144,WAS,Sam Howell,QB,21,2024,0,0,1,12,12,20,404,645,4139,22,23,54,300,6,1,4,0,,,,North Carolina
5,145,KAN,Darian Kinnard,T,22,2024,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky
5,146,NYG,Micah McFadden,LB,22,2024,0,0,2,18,18,47,0,0,0,0,0,0,0,0,0,0,0,159,1,6,Indiana
5,147,NYG,D.J. Davidson,DT,22,2024,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,20,,2.5,Arizona St.
5,148,BUF,Khalil Shakir,WR,22,2024,0,0,2,18,18,46,0,0,0,0,0,3,14,0,125,1593,7,1,,,Boise St.
5,149,WAS,Cole Turner,TE,22,2023,0,0,0,1,1,22,0,0,0,0,0,0,0,0,13,143,0,1,,,Nevada
5,150,HOU,Thomas Booker,DE,22,2024,0,0,0,3,1,27,0,0,0,0,0,0,0,0,0,0,0,19,,1.5,Stanford
5,151,ATL,Tyler Allgeier,RB,22,2024,0,0,0,16,16,50,0,0,0,0,0,533,2362,10,47,420,2,4,,,BYU
5,152,DEN,Delarrin Turner-Yell,S,22,2023,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,0,0,32,,,Oklahoma
5,153,SEA,Riq Woolen,CB,23,2024,0,1,3,19,19,48,0,0,0,0,0,0,0,0,0,0,0,120,11,,Texas-San Antonio
5,154,JAX,Snoop Conner,RB,22,2022,0,0,0,0,0,8,0,0,0,0,0,12,42,1,0,0,0,1,,,Mississippi
5,155,DAL,Matt Waletzko,OL,22,2024,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota
5,156,CLE,Jerome Ford,RB,22,2024,0,0,1,10,10,44,0,0,0,0,0,316,1390,7,81,544,5,1,,,Cincinnati
5,157,TAM,Zyon McCollum,DB,23,2024,0,0,2,13,13,47,0,0,0,0,0,0,0,0,0,0,0,122,2,,Sam Houston St.
5,158,SEA,Tyreke Smith,DE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
5,159,IND,Eric Johnson,DT,24,2024,0,0,0,3,2,39,0,0,0,0,0,0,0,0,0,0,0,9,,1,Missouri State
5,160,LAC,Otito Ogbonnia,DT,22,2024,0,0,1,11,11,32,0,0,0,0,0,0,0,0,0,0,0,37,,,UCLA
5,161,NOR,D'Marco Jackson,LB,24,2024,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,11,,,Appalachian St.
5,162,DEN,Montrell Washington,WR,23,2024,0,0,0,0,0,22,0,0,0,0,0,5,30,0,4,2,0,,,,Samford
5,163,TEN,Kyle Philips,WR,23,2023,0,0,0,3,3,13,0,0,0,0,0,0,0,0,23,259,0,,,,UCLA
5,164,LAR,Kyren Williams,RB,22,2024,0,1,2,20,20,38,0,0,0,0,0,579,2582,26,75,464,5,2,,,Notre Dame
5,165,MIN,Esezi Otomewo,DT,23,2024,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,3,,0.5,Minnesota
5,166,CIN,Tycen Anderson,S,23,2024,0,0,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,15,,,Toledo
5,167,DAL,DaRon Bland,DB,23,2024,1,1,1,19,19,41,0,0,0,0,0,0,0,0,0,0,0,120,14,,Fresno St.
5,168,CHI,Braxton Jones,OL,23,2024,0,0,3,16,16,40,0,0,0,0,0,0,0,0,0,0,0,1,,,Southern Utah
5,169,MIN,Ty Chandler,RB,24,2024,0,0,0,6,6,37,0,0,0,0,0,164,663,3,27,201,0,3,,,North Carolina
5,170,HOU,Teagan Quitoriano,TE,22,2024,0,0,0,1,1,23,0,0,0,0,0,0,0,0,9,146,2,2,,,Oregon St.
5,171,DEN,Luke Wattenberg,OL,24,2024,0,0,1,7,7,36,0,0,0,0,0,0,0,0,0,0,0,,,,Washington
5,172,SFO,Samuel Womack,CB,23,2024,0,0,0,6,2,40,0,0,0,0,0,0,0,0,0,0,0,45,3,,Toledo
5,173,NYG,Marcus McKethan,OL,23,2023,0,0,0,2,2,16,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina
5,174,CHI,Dominique Robinson,DE,24,2024,0,0,0,5,5,34,0,0,0,0,0,0,0,0,0,0,0,28,,2,Miami (OH)
5,175,LVR,Matthew Butler,DT,23,2024,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,5,,0.5,Tennessee
5,176,DAL,Damone Clark,LB,22,2024,0,0,1,13,13,41,0,0,0,0,0,0,0,0,0,0,0,115,,0.5,LSU
5,177,DET,James Mitchell,TE,23,2024,0,0,0,1,1,30,0,0,0,0,0,0,0,0,13,141,1,,,,Virginia Tech
5,178,DAL,John Ridgeway,DT,23,2024,0,0,0,6,,45,0,0,0,0,0,0,0,0,0,0,0,33,,,Arkansas
5,179,GNB,Kingsley Enagbare,DE,22,2024,0,0,0,11,11,51,0,0,0,0,0,0,0,0,0,0,0,63,,9.5,South Carolina
6,180,BUF,Matt Araiza,P,22,2024,0,0,0,3,,17,0,0,0,0,0,0,0,0,0,0,0,2,,,San Diego St.
6,181,PHI,Kyron Johnson,DE,24,2023,0,0,0,1,1,22,0,0,0,0,0,0,0,0,0,0,0,6,,,Kansas
6,182,NYG,Darrian Beavers,LB,23,2023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati
6,183,NWE,Kevin Harris,RB,21,2023,0,0,0,1,1,9,0,0,0,0,0,34,117,2,3,58,0,,,,South Carolina
6,184,MIN,Vederian Lowe,OL,23,2024,0,0,1,8,0,29,0,0,0,0,0,0,0,0,1,4,1,,,,Illinois
6,185,BUF,Christian Benford,DB,21,2024,0,0,2,13,13,39,0,0,0,0,0,0,0,0,0,0,0,110,5,1,Villanova
6,186,CHI,Zachary Thomas,OL,24,2024,0,0,0,0,,17,0,0,0,0,0,0,0,0,0,0,0,,,,San Diego St.
6,187,SFO,Nick Zakelj,OL,23,2024,0,0,0,2,2,26,0,0,0,0,0,0,0,0,0,0,0,,,,Fordham
6,188,DET,Malcolm Rodriguez,LB,23,2024,0,0,1,11,11,43,0,0,0,0,0,0,0,0,1,6,0,102,,3,Oklahoma St.
6,189,CAR,Amare Barno,DE,23,2024,0,0,0,2,2,29,0,0,0,0,0,0,0,0,0,0,0,25,,3,Virginia Tech
6,190,ATL,Justin Shaffer,OL,24,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
6,191,MIN,Jalen Nailor,WR,23,2024,0,0,0,5,5,38,0,0,0,0,0,3,-4,0,40,622,7,4,,,Michigan St.
6,192,IND,Andrew Ogletree,TE,24,2024,0,0,1,2,2,29,0,0,0,0,0,0,0,0,18,256,3,4,,,Youngstown St.
6,193,DAL,Devin Harper,LB,24,2023,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,,,Oklahoma St.
6,194,NOR,Jordan Jackson,DT,24,2024,0,0,0,1,,17,0,0,0,0,0,0,0,0,0,0,0,4,,1,Air Force
6,195,LAC,Jamaree Salyer,OL,22,2024,0,0,2,16,16,51,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
6,196,BAL,Tyler Badie,RB,22,2024,0,0,0,1,,4,0,0,0,0,0,12,86,0,4,22,1,,,,Missouri
6,197,JAX,Gregory Junior,CB,23,2023,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,11,,,Ouachita Baptist
6,198,PHI,Grant Calcaterra,TE,23,2024,0,0,1,4,4,47,0,0,0,0,0,0,0,0,33,418,1,,,,SMU
6,199,CAR,Cade Mays,OL,23,2024,0,0,0,6,6,38,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee
6,200,NWE,Sam Roberts,DE,24,2024,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,3,,,NW Missouri St.
6,201,ARI,Keaontay Ingram,RB,22,2024,0,0,0,2,2,21,0,0,0,0,0,62,134,1,8,47,0,1,,,USC
6,202,CLE,Michael Woods II,WR,22,2024,0,0,0,0,0,15,0,0,0,0,0,1,-5,0,12,110,0,1,,,Oklahoma
6,203,CHI,Trestan Ebner,RB,23,2022,0,0,0,0,0,17,0,0,0,0,0,24,54,0,2,8,0,3,,,Baylor
6,204,TEN,Theo Jackson,DB,23,2024,0,0,0,3,,43,0,0,0,0,0,0,0,0,0,0,0,29,2,,Tennessee
6,205,HOU,Austin Deculus,T,23,2024,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
6,206,DEN,Matt Henningsen,DE,23,2023,0,0,0,2,2,34,0,0,0,0,0,0,0,0,0,0,0,18,,1,Wisconsin
6,207,CHI,Doug Kramer,OL,24,2024,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois
6,208,PIT,Connor Heyward,TE,23,2024,0,0,0,2,2,51,0,1,0,0,0,3,27,0,41,358,2,10,,,Michigan St.
6,209,BUF,Luke Tenuta,OL,23,2022,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech
6,210,NWE,Chasen Hines,G,22,,0,0,0,,,,,,,,,,,,,,,,,,LSU
6,211,LAR,Quentin Lake,DB,23,2024,0,0,1,7,7,40,0,0,0,0,0,0,0,0,0,0,0,123,,3,UCLA
6,212,LAR,Derion Kendrick,DB,22,2023,0,0,1,6,6,32,0,0,0,0,0,0,0,0,0,0,0,77,1,,Georgia
6,213,ATL,John FitzPatrick,TE,22,2024,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,14,0,3,,,Georgia
6,214,LAC,Ja'Sir Taylor,DB,23,2024,0,0,0,7,7,48,0,0,0,0,0,0,0,0,0,0,0,50,1,,Wake Forest
6,215,ARI,Lecitus Smith,OL,24,2024,0,0,0,2,1,18,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech
6,216,IND,Curtis Brooks,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati
6,217,DET,James Houston,LB,23,2024,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,17,,9,Jackson St.
6,218,TAM,Ko Kieft,TE,24,2024,0,0,1,1,1,50,0,0,0,0,0,0,0,0,8,82,2,14,,,Minnesota
6,219,TEN,Chance Campbell,LB,22,2023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Mississippi
6,220,SFO,Kalia Davis,DT,23,2024,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,7,1,1,Central Florida
6,221,SFO,Tariq Castro-Fields,CB,23,2024,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,3,,,Penn St.
7,222,JAX,Montaric Brown,DB,23,2024,0,0,0,7,7,37,0,0,0,0,0,0,0,0,0,0,0,84,1,,Arkansas
7,223,CLE,Isaiah Thomas,DE,23,2024,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,4,,1,Oklahoma
7,224,MIA,Cameron Goode,OLB,24,2024,0,0,0,1,1,20,0,0,0,0,0,0,0,0,0,0,0,3,,,California
7,225,PIT,Mark Robinson,LB,23,2024,0,0,0,4,4,38,0,0,0,0,0,0,0,0,0,0,0,31,,1,Mississippi
7,226,CHI,Ja'Tyre Carter,OL,23,2023,0,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,,,,Southern
7,227,MIN,Nick Muse,TE,23,2024,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,22,0,,,,South Carolina
7,228,GNB,Tariq Carpenter,DB,23,2023,0,0,0,1,1,17,0,0,0,0,0,0,0,0,0,0,0,7,,,Georgia Tech
7,229,SEA,Bo Melton,WR,23,2024,0,0,0,3,,22,0,0,0,0,0,11,75,0,24,309,1,2,,,Rutgers
7,230,WAS,Chris Paul,OL,23,2024,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,,,,Tulsa
7,231,BUF,Baylon Spector,LB,23,2024,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,30,,1.5,Clemson
7,232,DEN,Faion Hicks,CB,24,2024,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin
7,233,SEA,Dareke Young,WR,23,2024,0,0,0,0,0,33,0,0,0,0,0,0,0,0,2,24,0,12,,,Lenoir-Rhyne
7,234,GNB,Jonathan Ford,DT,22,2024,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,3,,,Miami (FL)
7,235,LAR,Daniel Hardy,LB,23,2024,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,7,,,Montana St.
7,236,LAC,Deane Leonard,DB,22,2024,0,0,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,32,,,Mississippi
7,237,DET,Chase Lucas,DB,25,2023,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,3,,,Arizona St.
7,238,LVR,Thayer Munford,OL,22,2024,0,0,1,10,10,46,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
7,239,IND,Rodney Thomas II,LB,24,2024,0,0,2,10,10,51,0,0,0,0,0,0,0,0,0,0,0,69,6,,Yale
7,240,WAS,Christian Holmes,CB,24,2023,0,0,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,11,,,Oklahoma St.
7,241,PIT,Chris Oladokun,QB,25,2024,0,0,0,0,,1,0,0,0,0,0,1,5,0,0,0,0,,,,South Dakota St.
7,242,CAR,Kalon Barnes,CB,23,2022,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,,,,Baylor
7,243,KAN,Jaylen Watson,DB,23,2024,0,0,1,7,7,38,0,0,0,0,0,0,0,0,0,0,0,86,1,2,Washington St.
7,244,ARI,Christian Matthew,DB,25,2023,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,,Valdosta St.
7,245,NWE,Andrew Stueber,OL,23,2024,0,0,0,1,,7,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
7,246,CLE,Dawson Deaton,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech
7,247,MIA,Skylar Thompson,QB,25,2024,0,0,0,3,3,10,81,138,721,1,3,15,25,0,0,0,0,,,,Kansas St.
7,248,TAM,Andre Anthony,DE,25,,0,0,0,,,,,,,,,,,,,,,,,,LSU
7,249,GNB,Rasheed Walker,OL,22,2024,0,0,2,20,20,35,0,0,0,0,0,0,0,0,0,0,0,,,,Penn St.
7,250,LVR,Brittain Brown,RB,24,2022,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
7,251,KAN,Isiah Pacheco,RB,23,2024,0,0,2,17,17,38,0,0,0,0,0,458,2075,13,69,453,2,2,,,Rutgers
7,252,CIN,Jeff Gunter,OLB,23,2022,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,Coastal Carolina
7,253,LAR,Russ Yeast,DB,23,2024,0,0,1,4,4,36,0,0,0,0,0,0,0,0,0,0,0,54,,,Kansas St.
7,254,CHI,Elijah Hicks,S,22,2024,0,0,0,7,7,44,0,0,0,0,0,0,0,0,0,0,0,59,,,California
7,255,CHI,Trenton Gill,P,23,2024,0,0,2,5,4,42,0,0,0,0,0,0,0,0,0,0,0,1,,,North Carolina St.
7,256,ARI,Jesse Luketa,LB,23,2024,0,0,0,3,3,31,0,0,0,0,0,0,0,0,0,0,0,19,,3,Penn St.
7,257,ARI,Marquis Hayes,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Oklahoma
7,258,GNB,Samori Toure,WR,24,2023,0,0,0,2,2,22,0,0,0,0,0,0,0,0,13,160,1,,,,Nebraska
7,259,KAN,Nazeeh Johnson,S,24,2024,0,0,0,3,3,27,0,0,0,0,0,0,0,0,0,0,0,38,,1,Marshall
7,260,LAC,Zander Horvath,RB,23,2022,0,0,0,0,0,15,0,0,0,0,0,4,8,0,5,8,2,1,,,Purdue
7,261,LAR,AJ Arcuri,OT,25,2024,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan St.
7,262,SFO,Brock Purdy,QB,22,2024,0,1,2,36,36,40,722,1069,9518,64,27,127,480,8,0,0,0,,,,Iowa St.
,,,,,,,,,,,,,,,,,,,,,,,,,,,
